m,TagName,
"2012-10-01 00:00:00","ruby","2255"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3184"
"2012-11-01 00:00:00","c#","12221"
"2012-11-01 00:00:00","c++","6262"
"2012-11-01 00:00:00","delphi","442"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13572"
"2012-11-01 00:00:00","javascript","12317"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11695"
"2012-11-01 00:00:00","python","6387"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","263"
"2012-12-01 00:00:00","c","2560"
"2012-12-01 00:00:00","c#","10942"
"2012-12-01 00:00:00","c++","5676"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12394"
"2012-12-01 00:00:00","javascript","11727"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10977"
"2012-12-01 00:00:00","python","5739"
"2012-12-01 00:00:00","r","1212"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","c","2900"
"2013-01-01 00:00:00","c#","12741"
"2013-01-01 00:00:00","c++","6030"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13674"
"2013-01-01 00:00:00","javascript","13758"
"2013-01-01 00:00:00","perl","660"
"2013-01-01 00:00:00","php","12793"
"2013-01-01 00:00:00","python","6559"
"2013-01-01 00:00:00","r","1506"
"2013-01-01 00:00:00","ruby","2303"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3086"
"2013-02-01 00:00:00","c#","12471"
"2013-02-01 00:00:00","c++","6047"
"2013-02-01 00:00:00","delphi","447"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13655"
"2013-02-01 00:00:00","javascript","13604"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12451"
"2013-02-01 00:00:00","python","6721"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2209"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3424"
"2013-03-01 00:00:00","c#","14217"
"2013-03-01 00:00:00","c++","7169"
"2013-03-01 00:00:00","delphi","524"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15863"
"2013-03-01 00:00:00","javascript","15249"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14012"
"2013-03-01 00:00:00","python","7600"
"2013-03-01 00:00:00","r","1845"
"2013-03-01 00:00:00","ruby","2557"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c","3517"
"2013-04-01 00:00:00","c#","13854"
"2013-04-01 00:00:00","c++","7101"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16170"
"2013-04-01 00:00:00","javascript","15273"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13304"
"2013-04-01 00:00:00","python","7909"
"2013-04-01 00:00:00","r","1834"
"2013-04-01 00:00:00","ruby","2457"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c","3187"
"2013-05-01 00:00:00","c#","13425"
"2013-05-01 00:00:00","c++","6810"
"2013-05-01 00:00:00","delphi","533"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15218"
"2013-05-01 00:00:00","javascript","15006"
"2013-05-01 00:00:00","perl","901"
"2013-05-01 00:00:00","php","12984"
"2013-05-01 00:00:00","python","7787"
"2013-05-01 00:00:00","r","1777"
"2013-05-01 00:00:00","ruby","2337"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","293"
"2013-06-01 00:00:00","c","2926"
"2013-06-01 00:00:00","c#","12746"
"2013-06-01 00:00:00","c++","6177"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13872"
"2013-06-01 00:00:00","javascript","14561"
"2013-06-01 00:00:00","perl","826"
"2013-06-01 00:00:00","php","12623"
"2013-06-01 00:00:00","python","7579"
"2013-06-01 00:00:00","r","1772"
"2013-06-01 00:00:00","ruby","2219"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","3001"
"2013-07-01 00:00:00","c#","14128"
"2013-07-01 00:00:00","c++","6570"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15126"
"2013-07-01 00:00:00","javascript","16758"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14218"
"2013-07-01 00:00:00","python","8590"
"2013-07-01 00:00:00","r","1962"
"2013-07-01 00:00:00","ruby","2435"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","3001"
"2013-08-01 00:00:00","c#","13805"
"2013-08-01 00:00:00","c++","6235"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","14999"
"2013-08-01 00:00:00","javascript","16781"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14194"
"2013-08-01 00:00:00","python","7929"
"2013-08-01 00:00:00","r","1913"
"2013-08-01 00:00:00","ruby","2475"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3378"
"2013-09-01 00:00:00","c#","13716"
"2013-09-01 00:00:00","c++","6527"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16199"
"2013-09-01 00:00:00","javascript","17638"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14146"
"2013-09-01 00:00:00","python","7943"
"2013-09-01 00:00:00","r","1708"
"2013-09-01 00:00:00","ruby","2384"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","376"
"2013-10-01 00:00:00","c","4223"
"2013-10-01 00:00:00","c#","15150"
"2013-10-01 00:00:00","c++","7950"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18653"
"2013-10-01 00:00:00","javascript","19660"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15232"
"2013-10-01 00:00:00","python","9459"
"2013-10-01 00:00:00","r","2086"
"2013-10-01 00:00:00","ruby","2787"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4269"
"2013-11-01 00:00:00","c#","14539"
"2013-11-01 00:00:00","c++","8100"
"2013-11-01 00:00:00","delphi","459"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18683"
"2013-11-01 00:00:00","javascript","18417"
"2013-11-01 00:00:00","perl","821"
"2013-11-01 00:00:00","php","14777"
"2013-11-01 00:00:00","python","9463"
"2013-11-01 00:00:00","r","2183"
"2013-11-01 00:00:00","ruby","2572"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3493"
"2013-12-01 00:00:00","c#","13584"
"2013-12-01 00:00:00","c++","6985"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17393"
"2013-12-01 00:00:00","javascript","17957"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14322"
"2013-12-01 00:00:00","python","8430"
"2013-12-01 00:00:00","r","1904"
"2013-12-01 00:00:00","ruby","2441"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c","3723"
"2014-01-01 00:00:00","c#","15294"
"2014-01-01 00:00:00","c++","7671"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18609"
"2014-01-01 00:00:00","javascript","21058"
"2014-01-01 00:00:00","perl","809"
"2014-01-01 00:00:00","php","16674"
"2014-01-01 00:00:00","python","9818"
"2014-01-01 00:00:00","r","2344"
"2014-01-01 00:00:00","ruby","2756"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3965"
"2014-02-01 00:00:00","c#","15076"
"2014-02-01 00:00:00","c++","7650"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19173"
"2014-02-01 00:00:00","javascript","21085"
"2014-02-01 00:00:00","perl","790"
"2014-02-01 00:00:00","php","16417"
"2014-02-01 00:00:00","python","9874"
"2014-02-01 00:00:00","r","2616"
"2014-02-01 00:00:00","ruby","2596"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","450"
"2014-03-01 00:00:00","c","4546"
"2014-03-01 00:00:00","c#","16114"
"2014-03-01 00:00:00","c++","8647"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21887"
"2014-03-01 00:00:00","javascript","22562"
"2014-03-01 00:00:00","perl","907"
"2014-03-01 00:00:00","php","18190"
"2014-03-01 00:00:00","python","11396"
"2014-03-01 00:00:00","r","2798"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","363"
"2014-04-01 00:00:00","c","3997"
"2014-04-01 00:00:00","c#","15245"
"2014-04-01 00:00:00","c++","8106"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20765"
"2014-04-01 00:00:00","javascript","21331"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17501"
"2014-04-01 00:00:00","python","10716"
"2014-04-01 00:00:00","r","2729"
"2014-04-01 00:00:00","ruby","2741"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c","3249"
"2014-05-01 00:00:00","c#","13834"
"2014-05-01 00:00:00","c++","6763"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17870"
"2014-05-01 00:00:00","javascript","19680"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","php","14628"
"2014-05-01 00:00:00","python","9210"
"2014-05-01 00:00:00","r","2576"
"2014-05-01 00:00:00","ruby","2671"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","266"
"2014-06-01 00:00:00","c","2762"
"2014-06-01 00:00:00","c#","12433"
"2014-06-01 00:00:00","c++","5641"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15836"
"2014-06-01 00:00:00","javascript","18211"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12889"
"2014-06-01 00:00:00","python","8884"
"2014-06-01 00:00:00","r","2396"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","swift","2386"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2821"
"2014-07-01 00:00:00","c#","13631"
"2014-07-01 00:00:00","c++","6254"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17296"
"2014-07-01 00:00:00","javascript","20041"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14176"
"2014-07-01 00:00:00","python","9888"
"2014-07-01 00:00:00","r","2631"
"2014-07-01 00:00:00","ruby","2551"
"2014-07-01 00:00:00","swift","1632"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2669"
"2014-08-01 00:00:00","c#","12451"
"2014-08-01 00:00:00","c++","5862"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15682"
"2014-08-01 00:00:00","javascript","18373"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13116"
"2014-08-01 00:00:00","python","9092"
"2014-08-01 00:00:00","r","2468"
"2014-08-01 00:00:00","ruby","2458"
"2014-08-01 00:00:00","swift","1689"
"2014-09-01 00:00:00","assembly","280"
"2014-09-01 00:00:00","c","3222"
"2014-09-01 00:00:00","c#","12291"
"2014-09-01 00:00:00","c++","6167"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16625"
"2014-09-01 00:00:00","javascript","18049"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13277"
"2014-09-01 00:00:00","python","8754"
"2014-09-01 00:00:00","r","2357"
"2014-09-01 00:00:00","ruby","2267"
"2014-09-01 00:00:00","swift","1895"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3795"
"2014-10-01 00:00:00","c#","12521"
"2014-10-01 00:00:00","c++","6818"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17832"
"2014-10-01 00:00:00","javascript","18842"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","php","13508"
"2014-10-01 00:00:00","python","9553"
"2014-10-01 00:00:00","r","2765"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2459"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c","3653"
"2014-11-01 00:00:00","c#","11837"
"2014-11-01 00:00:00","c++","6538"
"2014-11-01 00:00:00","delphi","425"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17776"
"2014-11-01 00:00:00","javascript","17915"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12947"
"2014-11-01 00:00:00","python","9549"
"2014-11-01 00:00:00","r","2700"
"2014-11-01 00:00:00","ruby","2107"
"2014-11-01 00:00:00","swift","2551"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c","3148"
"2014-12-01 00:00:00","c#","11053"
"2014-12-01 00:00:00","c++","6065"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16315"
"2014-12-01 00:00:00","javascript","16923"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12267"
"2014-12-01 00:00:00","python","9017"
"2014-12-01 00:00:00","r","2356"
"2014-12-01 00:00:00","ruby","2143"
"2014-12-01 00:00:00","swift","2480"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3204"
"2015-01-01 00:00:00","c#","11714"
"2015-01-01 00:00:00","c++","6118"
"2015-01-01 00:00:00","delphi","379"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16502"
"2015-01-01 00:00:00","javascript","18483"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13537"
"2015-01-01 00:00:00","python","9664"
"2015-01-01 00:00:00","r","2681"
"2015-01-01 00:00:00","ruby","2420"
"2015-01-01 00:00:00","swift","3045"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3361"
"2015-02-01 00:00:00","c#","11771"
"2015-02-01 00:00:00","c++","6461"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16712"
"2015-02-01 00:00:00","javascript","18610"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13448"
"2015-02-01 00:00:00","python","10183"
"2015-02-01 00:00:00","r","2964"
"2015-02-01 00:00:00","ruby","2257"
"2015-02-01 00:00:00","swift","3230"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3913"
"2015-03-01 00:00:00","c#","13241"
"2015-03-01 00:00:00","c++","7378"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19709"
"2015-03-01 00:00:00","javascript","20468"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14836"
"2015-03-01 00:00:00","python","11574"
"2015-03-01 00:00:00","r","3558"
"2015-03-01 00:00:00","ruby","2457"
"2015-03-01 00:00:00","swift","3587"
"2015-04-01 00:00:00","assembly","438"
"2015-04-01 00:00:00","c","3946"
"2015-04-01 00:00:00","c#","13062"
"2015-04-01 00:00:00","c++","7131"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","java","19752"
"2015-04-01 00:00:00","javascript","20867"
"2015-04-01 00:00:00","perl","575"
"2015-04-01 00:00:00","php","14892"
"2015-04-01 00:00:00","python","11411"
"2015-04-01 00:00:00","r","3321"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","swift","4007"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3516"
"2015-05-01 00:00:00","c#","13346"
"2015-05-01 00:00:00","c++","6807"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18512"
"2015-05-01 00:00:00","javascript","22105"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14520"
"2015-05-01 00:00:00","python","11200"
"2015-05-01 00:00:00","r","3420"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3789"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c","3165"
"2015-06-01 00:00:00","c#","13528"
"2015-06-01 00:00:00","c++","6514"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17839"
"2015-06-01 00:00:00","javascript","22607"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","php","14328"
"2015-06-01 00:00:00","python","11794"
"2015-06-01 00:00:00","r","3430"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4319"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c","2811"
"2015-07-01 00:00:00","c#","14105"
"2015-07-01 00:00:00","c++","6698"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18674"
"2015-07-01 00:00:00","javascript","23955"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15340"
"2015-07-01 00:00:00","python","12305"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2584"
"2015-07-01 00:00:00","swift","5143"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2571"
"2015-08-01 00:00:00","c#","13222"
"2015-08-01 00:00:00","c++","5868"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17075"
"2015-08-01 00:00:00","javascript","22150"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14210"
"2015-08-01 00:00:00","python","11214"
"2015-08-01 00:00:00","r","3492"
"2015-08-01 00:00:00","ruby","2313"
"2015-08-01 00:00:00","swift","5080"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3081"
"2015-09-01 00:00:00","c#","12911"
"2015-09-01 00:00:00","c++","5905"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","420"
"2015-09-01 00:00:00","java","16930"
"2015-09-01 00:00:00","javascript","21388"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13479"
"2015-09-01 00:00:00","python","10955"
"2015-09-01 00:00:00","r","3329"
"2015-09-01 00:00:00","ruby","2157"
"2015-09-01 00:00:00","swift","4545"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3675"
"2015-10-01 00:00:00","c#","12790"
"2015-10-01 00:00:00","c++","7046"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18533"
"2015-10-01 00:00:00","javascript","21807"
"2015-10-01 00:00:00","perl","497"
"2015-10-01 00:00:00","php","13875"
"2015-10-01 00:00:00","python","12463"
"2015-10-01 00:00:00","r","3679"
"2015-10-01 00:00:00","ruby","2193"
"2015-10-01 00:00:00","swift","4292"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3609"
"2015-11-01 00:00:00","c#","12368"
"2015-11-01 00:00:00","c++","7080"
"2015-11-01 00:00:00","delphi","389"
"2015-11-01 00:00:00","go","433"
"2015-11-01 00:00:00","java","17756"
"2015-11-01 00:00:00","javascript","21256"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13282"
"2015-11-01 00:00:00","python","12275"
"2015-11-01 00:00:00","r","3538"
"2015-11-01 00:00:00","ruby","1956"
"2015-11-01 00:00:00","swift","4317"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3086"
"2015-12-01 00:00:00","c#","12131"
"2015-12-01 00:00:00","c++","6555"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16536"
"2015-12-01 00:00:00","javascript","21064"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13698"
"2015-12-01 00:00:00","python","11631"
"2015-12-01 00:00:00","r","3178"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","swift","4370"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3040"
"2016-01-01 00:00:00","c#","12351"
"2016-01-01 00:00:00","c++","6094"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16606"
"2016-01-01 00:00:00","javascript","22494"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14522"
"2016-01-01 00:00:00","python","12334"
"2016-01-01 00:00:00","r","3534"
"2016-01-01 00:00:00","ruby","2142"
"2016-01-01 00:00:00","swift","4778"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3274"
"2016-02-01 00:00:00","c#","12719"
"2016-02-01 00:00:00","c++","6548"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17831"
"2016-02-01 00:00:00","javascript","22456"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14861"
"2016-02-01 00:00:00","python","13228"
"2016-02-01 00:00:00","r","3587"
"2016-02-01 00:00:00","ruby","2248"
"2016-02-01 00:00:00","swift","4747"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3442"
"2016-03-01 00:00:00","c#","13596"
"2016-03-01 00:00:00","c++","7011"
"2016-03-01 00:00:00","delphi","339"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19884"
"2016-03-01 00:00:00","javascript","24075"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15082"
"2016-03-01 00:00:00","python","14046"
"2016-03-01 00:00:00","r","4041"
"2016-03-01 00:00:00","ruby","2256"
"2016-03-01 00:00:00","swift","5071"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3349"
"2016-04-01 00:00:00","c#","13705"
"2016-04-01 00:00:00","c++","6882"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19460"
"2016-04-01 00:00:00","javascript","23434"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14429"
"2016-04-01 00:00:00","python","13629"
"2016-04-01 00:00:00","r","4124"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","swift","4744"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2720"
"2016-05-01 00:00:00","c#","13482"
"2016-05-01 00:00:00","c++","6121"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","16998"
"2016-05-01 00:00:00","javascript","22970"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","php","14390"
"2016-05-01 00:00:00","python","13088"
"2016-05-01 00:00:00","r","3796"
"2016-05-01 00:00:00","ruby","2131"
"2016-05-01 00:00:00","swift","4406"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2298"
"2016-06-01 00:00:00","c#","13042"
"2016-06-01 00:00:00","c++","5708"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15893"
"2016-06-01 00:00:00","javascript","22128"
"2016-06-01 00:00:00","perl","435"
"2016-06-01 00:00:00","php","13568"
"2016-06-01 00:00:00","python","12895"
"2016-06-01 00:00:00","r","3860"
"2016-06-01 00:00:00","ruby","2106"
"2016-06-01 00:00:00","swift","4789"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","c#","11988"
"2016-07-01 00:00:00","c++","5460"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14919"
"2016-07-01 00:00:00","javascript","22189"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12871"
"2016-07-01 00:00:00","python","12804"
"2016-07-01 00:00:00","r","3745"
"2016-07-01 00:00:00","ruby","1899"
"2016-07-01 00:00:00","swift","4928"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2212"
"2016-08-01 00:00:00","c#","12707"
"2016-08-01 00:00:00","c++","5012"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","571"
"2016-08-01 00:00:00","java","15163"
"2016-08-01 00:00:00","javascript","22640"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12843"
"2016-08-01 00:00:00","python","12894"
"2016-08-01 00:00:00","r","3782"
"2016-08-01 00:00:00","ruby","1875"
"2016-08-01 00:00:00","swift","4897"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2509"
"2016-09-01 00:00:00","c#","11094"
"2016-09-01 00:00:00","c++","5134"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","511"
"2016-09-01 00:00:00","java","14648"
"2016-09-01 00:00:00","javascript","20428"
"2016-09-01 00:00:00","perl","462"
"2016-09-01 00:00:00","php","12096"
"2016-09-01 00:00:00","python","12326"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1923"
"2016-09-01 00:00:00","swift","4850"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3204"
"2016-10-01 00:00:00","c#","11442"
"2016-10-01 00:00:00","c++","5962"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","532"
"2016-10-01 00:00:00","java","15306"
"2016-10-01 00:00:00","javascript","20427"
"2016-10-01 00:00:00","perl","402"
"2016-10-01 00:00:00","php","12229"
"2016-10-01 00:00:00","python","13486"
"2016-10-01 00:00:00","r","3786"
"2016-10-01 00:00:00","ruby","1819"
"2016-10-01 00:00:00","swift","4725"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3259"
"2016-11-01 00:00:00","c#","11644"
"2016-11-01 00:00:00","c++","6065"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15633"
